	1.2199320663423558E-5
44284	1.9768315344166374E-6	7688
44285	1.9768315344166374E-6	7688
44286	1.9768315344166374E-6	7688
44287	1.9768315344166374E-6	7688
44288	1.9768315344166374E-6	7688
44289	1.9768315344166374E-6	7689
4429	1.9768315344166374E-6	64
44290	1.2199320663423558E-5
44291	1.2199320663423558E-5
44292	1.9768315344166374E-6	7689
44293	1.9768315344166374E-6	7692
44294	7.017751947179063E-6	1059
44295	1.2199320663423558E-5
44296	1.2199320663423558E-5
44297	1.9768315344166374E-6	18
44298	1.9768315344166374E-6	7692
44299	1.9768315344166374E-6	7692
443	6.08854475546594E-5	71389
4430	1.9768315344166374E-6	843
44300	1.9768315344166374E-6	7692
44301	1.9768315344166374E-6	7692
44302	1.9768315344166374E-6	7692
44303	3.657138338670779E-6	7692
44304	1.9768315344166374E-6	15443
44305	1.9768315344166374E-6	7693
44306	1.9768315344166374E-6	7693
44307	2.847648941916371E-4
44308	1.9768315344166374E-6	7693
44309	1.9768315344166374E-6	7693
4431	1.9768315344166374E-6	64
44310	1.9768315344166374E-6	7693
44311	1.9768315344166374E-6	7693
44312	1.9768315344166374E-6	7693
44313	1.2542669197831443E-5	66916
44314	1.9768315344166374E-6	7693
44315	1.9768315344166374E-6	7693
44316	1.9768315344166374E-6	23837
44317	1.9768315344166374E-6	66917
44318	1.9768315344166374E-6	7693
44319	1.9768315344166374E-6	7693
4432	5.3374451429249214E-6	639
44320	1.9768315344166374E-6	7693
44321	1.9768315344166374E-6	7693
44322	1.9768315344166374E-6	7693
44323	3.657138338670779E-6	7693
44324	1.9768315344166374E-6	7693
44325	1.9768315344166374E-6	7693
44326	1.9768315344166374E-6	7693
44327	1.9768315344166374E-6	9072
44328	1.9768315344166374E-6	7697
44329	1.9768315344166374E-6	7697
4433	1.9768315344166374E-6	64
44330	1.9768315344166374E-6	7697
44331	1.2199320663423558E-5
44332	1.2199320663423558E-5
44333	5.3374451429249214E-6	7714
44334	1.2199320663423558E-5
44335	1.9768315344166374E-6	7714
44336	1.9768315344166374E-6	7716
44337	1.9768315344166374E-6	66922
44338	8.276262258579813E-5	7721
44339	1.9768315344166374E-6	7721
4434	1.9768315344166374E-6	64
44340	1.0155724904123673E-5	27806
44341	1.2370994930627497E-5
44342	1.9768315344166374E-6	7722
44343	1.2199320663423558E-5
44344	1.9768315344166374E-6	7723
44345	1.9768315344166374E-6	7723
44346	1.9768315344166374E-6	49219
44347	1.9768315344166374E-6	55672
44348	1.9768315344166374E-6	7724
44349	1.9768315344166374E-6	38545
4435	1.3730577630174356E-5	64
44350	1.9768315344166374E-6	7725
44351	2.2421809792430473E-5
44352	1.7975542096103317E-5	12569
44353	1.9768315344166374E-6	7725
44354	1.2199320663423558E-5
44355	1.9768315344166374E-6	7726
44356	1.2199320663423558E-5
44357	1.9768315344166374E-6	7727
44358	1.9768315344166374E-6	7727
44359	1.2542669197831443E-5
4436	1.9768315344166374E-6	327
44360	1.9768315344166374E-6	9990
44361	1.9768315344166374E-6	16657
44362	7.94192068951884E-6	3540
44363	5.0853991222868E-6	10074
44364	1.2199320663423558E-5
44365	1.2199320663423558E-5
44366	1.2199320663423558E-5
44367	1.2370994930627497E-5	66927
44368	1.9768315344166374E-6	7731
44369	3.657138338670779E-6	7732
4437	1.9768315344166374E-6	64
44370	1.9768315344166374E-6	44369
44371	5.3374451429249214E-6	7732
44372	1.9768315344166374E-6	7733
44373	1.9768315344166374E-6	7735
44374	1.9768315344166374E-6	44375
44375	3.657138338670779E-6	7735
44376	1.9768315344166374E-6	7735
44377	3.0613639049281726E-5	66931
44378	1.9768315344166374E-6	7738
44379	1.2199320663423558E-5
4438	1.9768315344166374E-6	14552
44380	1.9768315344166374E-6	7744
44381	1.9768315344166374E-6	452
44382	1.2199320663423558E-5
44383	1.2199320663423558E-5
44384	1.9768315344166374E-6	7749
44385	1.9768315344166374E-6	7749
44386	1.9768315344166374E-6	17929
44387	1.0369964021666078E-5	8020
44388	1.9768315344166374E-6	7753
44389	1.9768315344166374E-6	7754
4439	1.9768315344166374E-6	64
44390	1.9768315344166374E-6	1621
44391	1.9768315344166374E-6	7755
44392	1.9768315344166374E-6	64
44393	1.2370994930627497E-5
44394	1.2199320663423558E-5
44395	1.2199320663423558E-5
44396	1.2199320663423558E-5
44397	1.2199320663423558E-5
44398	1.9768315344166374E-6	7758
44399	1.2199320663423558E-5
444	1.9768315344166374E-6	14
4440	1.9768315344166374E-6	64
44400	1.9768315344166374E-6	7758
44401	1.2370994930627497E-5
44402	1.2199320663423558E-5
44403	1.2199320663423558E-5
44404	1.2199320663423558E-5
44405	1.2199320663423558E-5
44406	1.9768315344166374E-6	7758
44407	6.7657059265409415E-6	12736
44408	1.2199320663423558E-5
44409	1.2199320663423558E-5
4441	1.9768315344166374E-6	77
44410	1.9768315344166374E-6	7764
44411	1.9768315344166374E-6	7764
44412	1.2199320663423558E-5
44413	1.1079317168507845E-4
44414	1.2199320663423558E-5
44415	1.2199320663423558E-5
44416	1.9768315344166374E-6	7769
44417	1.9768315344166374E-6	7769
44418	1.9768315344166374E-6	7769
44419	1.2199320663423558E-5
4442	1.9768315344166374E-6	64
44420	1.2199320663423558E-5
44421	1.2199320663423558E-5
44422	1.2199320663423558E-5
44423	5.469689468580268E-5
44424	1.2370994930627497E-5	66933
44425	1.2199320663423558E-5
44426	1.9768315344166374E-6	13035
44427	1.9768315344166374E-6	7774
44428	1.2199320663423558E-5
44429	1.2199320663423558E-5
4443	3.657138338670779E-6	136
44430	1.2370994930627497E-5
44431	1.2199320663423558E-5
44432	1.2370994930627497E-5
44433	1.2370994930627497E-5
44434	1.2199320663423558E-5	7776
44435	1.9768315344166374E-6	7777
44436	3.657138338670779E-6	7777
44437	3.194604189558634E-5	53481
44438	1.9768315344166374E-6	32043
44439	1.9768315344166374E-6	7778
4444	1.9768315344166374E-6	64
44440	1.9768315344166374E-6	7778
44441	1.9768315344166374E-6	7778
44442	1.9768315344166374E-6	22348
44443	1.9768315344166374E-6	7778
44444	1.9768315344166374E-6	22348
44445	1.9768315344166374E-6	7778
44446	1.9768315344166374E-6	7778
44447	1.9768315344166374E-6	7778
44448	1.9768315344166374E-6	7778
44449	1.9768315344166374E-6	7778
4445	1.9768315344166374E-6	35297
44450	1.9768315344166374E-6	7778
44451	1.9768315344166374E-6	7778
44452	1.9768315344166374E-6	7778
44453	1.9768315344166374E-6	7780
44454	1.9768315344166374E-6	29256
44455	1.9768315344166374E-6	7784
44456	1.2199320663423558E-5
44457	1.2370994930627497E-5
44458	1.9768315344166374E-6	7784
44459	3.657138338670779E-6	7787
4446	1.9768315344166374E-6	64
44460	1.9768315344166374E-6	7787
44461	1.9768315344166374E-6	7787
44462	1.9768315344166374E-6	7791
44463	1.9768315344166374E-6	7791
44464	1.2199320663423558E-5
44465	1.9768315344166374E-6	7796
44466	1.9768315344166374E-6	7796
44467	1.9768315344166374E-6	7796
44468	1.9768315344166374E-6	7796
44469	1.9768315344166374E-6	7798
4447	1.9768315344166374E-6	64
44470	1.9768315344166374E-6	7799
44471	1.9768315344166374E-6	7803
44472	1.2199320663423558E-5
44473	1.3921512992725262E-5	143
44474	1.9768315344166374E-6	7804
44475	1.9768315344166374E-6	7804
44476	1.9768315344166374E-6	7804
44477	1.9768315344166374E-6	7805
44478	1.9768315344166374E-6	7805
44479	1.9768315344166374E-6	7806
4448	3.657138338670779E-6	64
44480	1.9768315344166374E-6	7806
44481	1.9768315344166374E-6	7806
44482	1.9768315344166374E-6	7806
44483	1.9768315344166374E-6	7806
44484	3.657138338670779E-6	7806
44485	1.9768315344166374E-6	14846
44486	1.9768315344166374E-6	7806
44487	1.9768315344166374E-6	31152
44488	1.9768315344166374E-6	7806
44489	1.9768315344166374E-6	7806
4449	1.9768315344166374E-6	776
44490	1.9768315344166374E-6	7806
44491	1.2199320663423558E-5	7807
44492	2.3623529662858055E-5	62967
44493	1.9768315344166374E-6	7811
44494	1.9768315344166374E-6	7813
44495	1.9768315344166374E-6	7813
44496	1.814721636330726E-5	66940
44497	9.384940520012362E-5
44498	3.657138338670779E-6	7814
44499	1.9768315344166374E-6	7814
445	1.0378365555687345E-5	197
4450	1.0378365555687345E-5	64
44500	6.7657059265409415E-6	7816
44501	1.2199320663423558E-5
44502	1.2199320663423558E-5
44503	1.9768315344166374E-6	7817
44504	4.9593425171524274E-5
44505	1.9768315344166374E-6	7817
44506	1.9768315344166374E-6	7817
44507	1.9768315344166374E-6	7817
44508	1.9768315344166374E-6	7817
44509	1.9768315344166374E-6	10265
4451	6.195135589948305E-5	17238
44510	1.9768315344166374E-6	7817
44511	1.9768315344166374E-6	7817
44512	1.9768315344166374E-6	7817
44513	1.9768315344166374E-6	48069
44514	1.9768315344166374E-6	7821
44515	1.9768315344166374E-6	30107
44516	1.9768315344166374E-6	7824
44517	2.7076187623746844E-5	7828
44518	1.9768315344166374E-6	16927
44519	1.9768315344166374E-6	7831
4452	9.622227493772982E-6	8159
44520	1.9768315344166374E-6	7831
44521	1.9768315344166374E-6	7831
44522	1.9768315344166374E-6	7832
44523	1.9768315344166374E-6	7832
44524	1.9768315344166374E-6	7832
44525	1.9768315344166374E-6	7832
44526	1.9768315344166374E-6	7832
44527	1.2199320663423558E-5	7833
44528	1.9768315344166374E-6	7837
44529	1.9768315344166374E-6	7837
4453	1.802376151504369E-5	64
44530	1.9768315344166374E-6	7837
44531	1.9768315344166374E-6	7838
44532	2.409511206319096E-5	66943
44533	1.2199320663423558E-5
44534	1.2199320663423558E-5
44535	1.2199320663423558E-5
44536	1.2199320663423558E-5
44537	1.2199320663423558E-5
44538	1.2199320663423558E-5
44539	1.9768315344166374E-6	7841
4454	1.1112094996639384E-4	64
44540	1.2199320663423558E-5
44541	1.2199320663423558E-5
44542	1.9768315344166374E-6	7841
44543	1.2199320663423558E-5
44544	2.1950227392097575E-5	7841
44545	1.9768315344166374E-6	66947
44546	1.9768315344166374E-6	16001
44547	1.9768315344166374E-6	136
44548	1.2199320663423558E-5
44549	5.3374451429249214E-6	7843
4455	3.888056972284822E-5	64
44550	1.9768315344166374E-6	44549
44551	1.9768315344166374E-6	7843
44552	1.9768315344166374E-6	22758
44553	1.9768315344166374E-6	7843
44554	1.9768315344166374E-6	7843
44555	1.9768315344166374E-6	7843
44556	1.9768315344166374E-6	7843
44557	3.657138338670779E-6	7843
44558	1.9768315344166374E-6	7843
44559	1.9768315344166374E-6	7843
4456	3.848422735539477E-5	49
44560	3.657138338670779E-6	7843
44561	1.9768315344166374E-6	21716
44562	1.9768315344166374E-6	7843
44563	1.9768315344166374E-6	7843
44564	1.9768315344166374E-6	7843
44565	1.9768315344166374E-6	7843
44566	1.9768315344166374E-6	7843
44567	1.9768315344166374E-6	7843
44568	1.9768315344166374E-6	16832
44569	6.299420788360417E-6	7843
4457	3.657138338670779E-6	4414
44570	5.0853991222868E-6	7843
44571	1.9768315344166374E-6	8153
44572	1.9768315344166374E-6	7843
44573	1.9768315344166374E-6	51175
44574	1.9768315344166374E-6	7843
44575	1.9768315344166374E-6	7843
44576	4.913047206188414E-5	55011
44577	1.9768315344166374E-6	7843
44578	1.9768315344166374E-6	7843
44579	1.9768315344166374E-6	7843
4458	3.4612590440042704E-5	1814
44580	1.9768315344166374E-6	7843
44581	1.9768315344166374E-6	7843
44582	1.9768315344166374E-6	7843
44583	1.9768315344166374E-6	7843
44584	1.9768315344166374E-6	7843
44585	1.9768315344166374E-6	66950
44586	1.9768315344166374E-6	18738
44587	1.9768315344166374E-6	7843
44588	1.9768315344166374E-6	7850
44589	7.032886447955296E-5
4459	1.9768315344166374E-6	64
44590	1.9768315344166374E-6	7856
44591	1.9768315344166374E-6	47682
44592	1.9768315344166374E-6	71402
44593	3.281597318864134E-5
44594	1.2199320663423558E-5
44595	1.9768315344166374E-6	7863
44596	1.2370994930627497E-5
44597	1.9768315344166374E-6	7863
44598	1.9768315344166374E-6	7863
44599	1.9768315344166374E-6	7863
446	1.7318514908398592E-4	3
4460	1.9768315344166374E-6	64
44600	1.7803867828899375E-5	66956
44601	6.507785477020988E-5
44602	1.9768315344166374E-6	7866
44603	3.657138338670779E-6	54326
44604	1.2199320663423558E-5
44605	1.2199320663423558E-5
44606	1.2199320663423558E-5
44607	1.2199320663423558E-5
44608	2.2421809792430473E-5
44609	1.2199320663423558E-5
4461	1.3516338512631955E-5	4161
44610	1.2199320663423558E-5
44611	1.2199320663423558E-5
44612	1.2199320663423558E-5
44613	1.2199320663423558E-5
44614	5.3374451429249214E-6	66961
44615	1.9768315344166374E-6	44614
44616	1.2199320663423558E-5
44617	1.2199320663423558E-5
44618	1.9768315344166374E-6	27068
44619	3.101526361048512E-5	59597
4462	3.657138338670779E-6	7408
44620	1.9768315344166374E-6	66968
44621	1.9768315344166374E-6	7872
44622	2.2421809792430473E-5
44623	1.2199320663423558E-5	7874
44624	1.9768315344166374E-6	44625
44625	3.657138338670779E-6	7875
44626	1.9768315344166374E-6	7875
44627	1.9768315344166374E-6	7875
44628	3.657138338670779E-6	7875
44629	1.9768315344166374E-6	7875
4463	1.9768315344166374E-6	64
44630	1.9768315344166374E-6	7880
44631	3.657138338670779E-6	1405
44632	1.9768315344166374E-6	7881
44633	1.9768315344166374E-6	14500
44634	2.3451855395654116E-5
44635	1.9768315344166374E-6	7881
44636	1.9768315344166374E-6	44634
44637	5.3374451429249214E-6	7881
44638	3.657138338670779E-6	7881
44639	1.9768315344166374E-6	7881
4464	1.2058672359941488E-5	7511
44640	1.9768315344166374E-6	7881
44641	1.9768315344166374E-6	7881
44642	1.9768315344166374E-6	7881
44643	1.9768315344166374E-6	7882
44644	1.2199320663423558E-5
44645	1.2199320663423558E-5
44646	1.2199320663423558E-5
44647	1.9768315344166374E-6	7883
44648	1.2199320663423558E-5
44649	1.9768315344166374E-6	4037
4465	7.017751947179063E-6	16448
44650	1.9768315344166374E-6	7885
44651	1.9768315344166374E-6	7885
44652	1.9768315344166374E-6	22900
44653	1.9768315344166374E-6	7887
44654	1.9768315344166374E-6	7887
44655	1.9768315344166374E-6	7888
44656	1.2199320663423558E-5
44657	1.2370994930627497E-5
44658	1.9768315344166374E-6	7891
44659	1.9768315344166374E-6	738
4466	1.9768315344166374E-6	1619
44660	3.657138338670779E-6	23066
44661	1.9768315344166374E-6	7892
44662	1.9768315344166374E-6	7894
44663	2.2421809792430473E-5
44664	3.657138338670779E-6	27
44665	1.2199320663423558E-5
44666	1.9768315344166374E-6	7896
44667	2.2765158326838354E-5
44668	1.2199320663423558E-5
44669	1.0378365555687345E-5	13265
4467	1.9768315344166374E-6	930
44670	1.2199320663423558E-5
44671	1.9768315344166374E-6	7900
44672	1.2199320663423558E-5
44673	1.20124639228245E-5	30941
44674	1.2199320663423558E-5
44675	5.3374451429249214E-6	7900
44676	2.2421809792430473E-5
44677	1.9768315344166374E-6	7900
44678	1.9768315344166374E-6	7900
44679	2.225013552522653E-5
4468	2.818709564528724E-5	64
44680	1.2714343465035381E-5
44681	2.738310029036945E-5	7914
44682	1.9768315344166374E-6	7905
44683	1.9768315344166374E-6	7905
44684	1.9768315344166374E-6	7907
44685	1.9768315344166374E-6	20757
44686	1.9768315344166374E-6	7910
44687	1.9768315344166374E-6	7912
44688	1.9768315344166374E-6	7912
44689	1.9768315344166374E-6	7914
4469	1.9768315344166374E-6	64
44690	1.9768315344166374E-6	7914
44691	1.2199320663423558E-5
44692	1.9768315344166374E-6	7915
44693	1.9768315344166374E-6	7917
44694	1.9768315344166374E-6	7918
44695	1.9768315344166374E-6	7920
44696	1.2199320663423558E-5
44697	1.2199320663423558E-5
44698	1.2199320663423558E-5
44699	3.657138338670779E-6	7921
447	2.977750761080141E-5	180
4470	8.698058751433205E-6	5206
44700	1.2199320663423558E-5
44701	1.9768315344166374E-6	7921
44702	1.9768315344166374E-6	7922
44703	1.9768315344166374E-6	7924
44704	1.9768315344166374E-6	7924
44705	1.2199320663423558E-5
44706	1.9768315344166374E-6	7925
44707	3.940712555606188E-5	66986
44708	1.9768315344166374E-6	7928
44709	3.657138338670779E-6	51480
4471	1.9768315344166374E-6	64
44710	6.7657059265409415E-6	30193
44711	1.9768315344166374E-6	37215
44712	1.9768315344166374E-6	7928
44713	1.6817262626954657E-5	22129
44714	1.9768315344166374E-6	7928
44715	3.657138338670779E-6	3685
44716	1.9768315344166374E-6	7928
44717	1.2714343465035381E-5	13279
44718	5.0853991222868E-6	7928
44719	1.9768315344166374E-6	7928
4472	3.657138338670779E-6	738
44720	3.657138338670779E-6	7928
44721	1.9768315344166374E-6	7928
44722	1.9768315344166374E-6	9605
44723	1.9768315344166374E-6	28281
44724	1.9768315344166374E-6	7928
44725	1.2199320663423558E-5
44726	1.2199320663423558E-5
44727	1.2199320663423558E-5
44728	1.2199320663423558E-5
44729	3.657138338670779E-6	143
4473	1.9768315344166374E-6	1780
44730	3.657138338670779E-6	7929
44731	1.2199320663423558E-5
44732	1.2199320663423558E-5
44733	1.2714343465035381E-5
44734	1.2199320663423558E-5
44735	1.2199320663423558E-5
44736	1.2199320663423558E-5
44737	1.2199320663423558E-5
44738	1.9768315344166374E-6	7929
44739	1.9768315344166374E-6	14897
4474	1.9768315344166374E-6	35462
44740	1.2199320663423558E-5
44741	1.3226485588898117E-5	66993
44742	1.9768315344166374E-6	7929
44743	1.9768315344166374E-6	7931
44744	1.9768315344166374E-6	7931
44745	1.9768315344166374E-6	7932
44746	1.9768315344166374E-6	7932
44747	1.9768315344166374E-6	7932
44748	1.9768315344166374E-6	7932
44749	3.657138338670779E-6	42593
4475	3.657138338670779E-6	35463
44750	1.9768315344166374E-6	7932
44751	1.9768315344166374E-6	7933
44752	3.657138338670779E-6	18955
44753	1.9768315344166374E-6	44754
44754	7.017751947179063E-6	7935
44755	1.9768315344166374E-6	7936
44756	1.9768315344166374E-6	7936
44757	1.9768315344166374E-6	7936
44758	1.9768315344166374E-6	7938
44759	1.9768315344166374E-6	7938
4476	1.9768315344166374E-6	64
44760	1.9768315344166374E-6	7938
44761	1.9768315344166374E-6	7940
44762	3.1822363453202974E-5
44763	3.657138338670779E-6	44762
44764	1.9768315344166374E-6	7944
44765	3.657138338670779E-6	7944
44766	1.9768315344166374E-6	7944
44767	1.9768315344166374E-6	7944
44768	5.0853991222868E-6	7944
44769	1.9768315344166374E-6	7944
4477	3.657138338670779E-6	790
44770	1.9768315344166374E-6	7947
44771	3.657138338670779E-6	2512
44772	1.9768315344166374E-6	7947
44773	8.13600342640791E-5	7948
44774	1.2058672359941488E-5	7948
44775	1.9768315344166374E-6	7948
44776	1.9768315344166374E-6	7948
44777	1.9768315344166374E-6	42899
44778	1.9768315344166374E-6	7956
44779	1.9768315344166374E-6	15102
4478	5.3374451429249214E-6	64
44780	1.2199320663423558E-5
44781	1.9768315344166374E-6	7957
44782	1.9768315344166374E-6	7957
44783	1.9768315344166374E-6	7957
44784	5.0853991222868E-6	12747
44785	1.9768315344166374E-6	44786
44786	3.657138338670779E-6	12747
44787	1.9768315344166374E-6	7958
44788	1.9768315344166374E-6	9172
44789	1.2199320663423558E-5
4479	1.9768315344166374E-6	5144
44790	1.9768315344166374E-6	7961
44791	1.9768315344166374E-6	107
44792	1.9768315344166374E-6	7961
44793	1.9768315344166374E-6	7966
44794	1.9768315344166374E-6	7969
44795	1.9768315344166374E-6	7969
44796	1.2199320663423558E-5
44797	1.9768315344166374E-6	7969
44798	1.9768315344166374E-6	67007
44799	1.2199320663423558E-5
448	2.377461155260349E-5	394
4480	7.017751947179063E-6	6667
44800	1.2199320663423558E-5
44801	5.3374451429249214E-6	25283
44802	3.657138338670779E-6	51957
44803	1.2199320663423558E-5
44804	1.2199320663423558E-5
44805	1.2199320663423558E-5
44806	3.657138338670779E-6	8122
44807	1.2542669197831443E-5
44808	1.2199320663423558E-5
44809	1.9768315344166374E-6	4415
4481	3.657138338670779E-6	4422
44810	1.2199320663423558E-5
44811	1.7975542096103317E-5	67012
44812	1.6595500731427665E-5	7974
44813	3.657138338670779E-6	45653
44814	1.9768315344166374E-6	7979
44815	1.9768315344166374E-6	14665
44816	1.2199320663423558E-5
44817	1.9768315344166374E-6	27715
44818	1.2199320663423558E-5
44819	1.9768315344166374E-6	27715
4482	1.852785355631993E-5	4342
44820	1.9768315344166374E-6	27715
44821	1.9768315344166374E-6	27715
44822	6.7657059265409415E-6	45607
44823	1.814721636330726E-5	67052
44824	1.9768315344166374E-6	7981
44825	1.9768315344166374E-6	7983
44826	1.9768315344166374E-6	7983
44827	1.9768315344166374E-6	67053
44828	1.9768315344166374E-6	7983
44829	1.9768315344166374E-6	7983
4483	1.9768315344166374E-6	64
44830	1.9768315344166374E-6	7983
44831	1.9768315344166374E-6	7983
44832	1.9768315344166374E-6	7983
44833	1.9768315344166374E-6	7983
44834	1.9768315344166374E-6	30007
44835	1.9768315344166374E-6	7984
44836	1.9768315344166374E-6	7987
44837	1.9768315344166374E-6	8001
44838	1.9768315344166374E-6	8002
44839	1.9768315344166374E-6	8002
4484	1.3119996145178508E-5	34649
44840	1.9768315344166374E-6	8002
44841	1.2199320663423558E-5
44842	1.2714343465035381E-5
44843	1.9768315344166374E-6	8003
44844	1.9768315344166374E-6	8003
44845	3.657138338670779E-6	8003
44846	1.9768315344166374E-6	8003
44847	1.9768315344166374E-6	8003
44848	1.9768315344166374E-6	8009
44849	3.657138338670779E-6	43517
4485	5.3374451429249214E-6	19857
44850	1.2370994930627497E-5	67055
44851	1.9768315344166374E-6	8015
44852	1.9768315344166374E-6	8015
44853	1.2199320663423558E-5
44854	1.2199320663423558E-5
44855	1.9768315344166374E-6	8016
44856	1.2370994930627497E-5	24486
44857	2.2421809792430473E-5
44858	1.2516555964100742E-5	32242
44859	1.9768315344166374E-6	8019
4486	4.131661551615071E-5	4042
44860	1.2199320663423558E-5
44861	1.9768315344166374E-6	8020
44862	1.2199320663423558E-5
44863	1.2370994930627497E-5
44864	1.9768315344166374E-6	8020
44865	1.2199320663423558E-5
44866	1.9768315344166374E-6	8542
44867	5.3374451429249214E-6	8020
44868	1.9768315344166374E-6	8020
44869	1.9768315344166374E-6	13263
4487	9.6600343968687E-6	11241
44870	1.2199320663423558E-5
44871	1.948911304351941E-4
44872	5.3374451429249214E-6	53513
44873	1.9768315344166374E-6	8022
44874	2.3280181128450174E-5	67063
44875	8.20846985826118E-6	28094
44876	1.9768315344166374E-6	15411
44877	1.9768315344166374E-6	8022
44878	1.9768315344166374E-6	8022
44879	9.6600343968687E-6	67066
4488	3.657138338670779E-6	35515
44880	1.2199320663423558E-5
44881	1.9768315344166374E-6	28062
44882	1.9768315344166374E-6	8024
44883	1.9768315344166374E-6	8024
44884	1.9768315344166374E-6	8024
44885	3.657138338670779E-6	8025
44886	1.9768315344166374E-6	8025
44887	1.9768315344166374E-6	8027
44888	1.2370994930627497E-5
44889	3.2001042253900554E-5	8027
4489	1.9768315344166374E-6	735
44890	1.9768315344166374E-6	59220
44891	1.9768315344166374E-6	8027
44892	1.9768315344166374E-6	8027
44893	3.147901491879509E-5
44894	1.2199320663423558E-5
44895	1.9768315344166374E-6	8030
44896	3.657138338670779E-6	8032
44897	1.9768315344166374E-6	8035
44898	1.9768315344166374E-6	8035
44899	2.2421809792430473E-5
449	7.560346489147197E-5	71398
4490	8.698058751433205E-6	64
44900	1.9768315344166374E-6	8037
44901	1.9768315344166374E-6	8037
44902	1.9768315344166374E-6	8037
44903	1.9768315344166374E-6	8037
44904	1.9768315344166374E-6	8039
44905	1.9768315344166374E-6	8040
44906	1.2199320663423558E-5
44907	1.9768315344166374E-6	8047
44908	1.9768315344166374E-6	8049
44909	1.9768315344166374E-6	8054
4491	8.698058751433205E-6	25022
44910	1.2199320663423558E-5
44911	1.2199320663423558E-5
44912	1.9768315344166374E-6	8056
44913	1.2370994930627497E-5
44914	1.9768315344166374E-6	8058
44915	1.9768315344166374E-6	9639
44916	1.9768315344166374E-6	8060
44917	1.9768315344166374E-6	29198
44918	1.2199320663423558E-5
44919	1.2199320663423558E-5
4492	1.9768315344166374E-6	64
44920	1.7503959695770415E-5	19249
44921	1.9768315344166374E-6	17422
44922	1.9768315344166374E-6	12577
44923	1.2199320663423558E-5
44924	1.2199320663423558E-5
44925	1.9768315344166374E-6	8065
44926	1.2199320663423558E-5
44927	1.9768315344166374E-6	8065
44928	1.9768315344166374E-6	8065
44929	1.9768315344166374E-6	8065
4493	1.9768315344166374E-6	64
44930	1.1340447340065062E-5	10606
44931	1.9768315344166374E-6	8071
44932	1.9768315344166374E-6	8071
44933	1.9768315344166374E-6	8071
44934	1.9768315344166374E-6	8072
44935	1.2199320663423558E-5
44936	0.002877348116439564
44937	1.9768315344166374E-6	8072
44938	3.657138338670779E-6	8072
44939	1.9768315344166374E-6	8072
4494	1.9768315344166374E-6	4415
44940	1.2199320663423558E-5
44941	1.2199320663423558E-5
44942	1.9768315344166374E-6	8080
44943	1.9768315344166374E-6	8081
44944	2.2593484059634412E-5
44945	2.2421809792430473E-5
44946	1.9768315344166374E-6	8089
44947	1.9768315344166374E-6	43370
44948	1.2199320663423558E-5
44949	1.2199320663423558E-5	8093
4495	5.3374451429249214E-6	1719
44950	1.2199320663423558E-5
44951	1.2199320663423558E-5
44952	1.9768315344166374E-6	8095
44953	1.9768315344166374E-6	8097
44954	1.9768315344166374E-6	67077
44955	3.657138338670779E-6	8097
44956	1.2199320663423558E-5
44957	1.2199320663423558E-5
44958	1.9768315344166374E-6	27143
44959	1.2199320663423558E-5
4496	1.9768315344166374E-6	3857
44960	2.2421809792430473E-5
44961	1.9768315344166374E-6	8111
44962	1.9768315344166374E-6	8106
44963	1.2199320663423558E-5
44964	1.2370994930627497E-5
44965	1.2199320663423558E-5
44966	3.079231784997932E-5
44967	4.122291711397545E-5
44968	1.2199320663423558E-5
44969	1.9768315344166374E-6	8113
4497	1.9768315344166374E-6	35560
44970	1.9768315344166374E-6	8113
44971	1.9768315344166374E-6	8096
44972	1.9768315344166374E-6	8114
44973	1.2199320663423558E-5
44974	3.657138338670779E-6	737
44975	1.2199320663423558E-5
44976	1.2542669197831443E-5
44977	1.6988936894158595E-5	44978
44978	1.814721636330726E-5	44977
44979	1.2199320663423558E-5
4498	3.657138338670779E-6	17717
44980	5.3374451429249214E-6	41552
44981	2.2421809792430473E-5
44982	3.657138338670779E-6	19000
44983	1.9768315344166374E-6	8115
44984	1.9768315344166374E-6	8116
44985	1.9768315344166374E-6	21129
44986	3.657138338670779E-6	8122
44987	1.9768315344166374E-6	50956
44988	1.2199320663423558E-5
44989	1.9768315344166374E-6	8123
4499	3.657138338670779E-6	35562
44990	1.2542669197831443E-5
44991	1.9768315344166374E-6	1719
44992	1.9768315344166374E-6	8123
44993	1.9768315344166374E-6	8123
44994	8.671166574163824E-5
44995	8.698058751433205E-6	11002
44996	1.9768315344166374E-6	44997
44997	7.017751947179063E-6	67090
44998	3.657138338670779E-6	8124
44999	8.759599988139011E-6	8124
45	1.6850621167486675E-4	3543
450	4.0821324081761746E-5	334
4500	1.9768315344166374E-6	6594
45000	1.9768315344166374E-6	45002
45001	1.9768315344166374E-6	45002
45002	5.3374451429249214E-6	43647
45003	1.9768315344166374E-6	8126
45004	1.9768315344166374E-6	8126
45005	2.2421809792430473E-5
45006	1.2199320663423558E-5
45007	3.0963992117183256E-5
45008	1.2199320663423558E-5
45009	1.9768315344166374E-6	67095
4501	1.3094239484028443E-4	2702
45010	1.9768315344166374E-6	8130
45011	1.9768315344166374E-6	8132
45012	1.9768315344166374E-6	8132
45013	1.9768315344166374E-6	10899
45014	3.657138338670779E-6	8133
45015	1.9768315344166374E-6	8133
45016	1.9768315344166374E-6	45014
45017	1.9768315344166374E-6	143
45018	1.2199320663423558E-5
45019	1.2199320663423558E-5
4502	8.446012730795083E-6	21972
